schooldbn,locationname,final_address,borough,district,prek_type,phone,contact_name,contact_email,website,meals,play,income_flg,uniforms,singlegender,programname1,programname2,programname3,programcode1,programcode2,programcode3,nyceec_current_all,nyceec_current_some,nyceec_current_none,nyceec_siblings_all,nyceec_siblings_some,nyceec_siblings_none,nyceec_services_all,nyceec_services_some,nyceec_services_none,nyceec_targetlang_all,nyceec_targetlang_some,nyceec_targetlang_none,nyceec_others_all,nyceec_others_some,nyceec_others_none,district_zonedsib_all,district_zonedsib_some,district_zonedsib_none,district_otherzone_all,district_otherzone_some,district_otherzone_none,district_districtsibs_all,district_districtsibs_some,district_districtsibs_none,district_outdissibs_all,district_outdissibs_some,district_outdissibs_none,district_indistrict_all,district_indistrict_some,district_indistrict_none,district_outdistrict_all,district_outdistrict_some,district_outdistrict_none,pkc_indistrict_all,pkc_indistrict_some,pkc_indistrict_none,pkc_outdistrict_all,pkc_outdistrict_some,pkc_outdistrict_none,lpga,halfday_offers,bus,subway_stop,rezoning,specialpriority,magnet,diversity,earlydropoff,latepickup,flexschedule,iepnote,enhancedlang_note,accessibility,seats,hours,Postcode,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
14KBMC,Small World,"211 Ainslie Street, Brooklyn NY 11211",Brooklyn,14,NYCEEC,718-963-0330,Staci White,swhite@stnicksalliance.org,https://www.smallworldchildcare.nyc/,Breakfast/Lunch/Snack(s),Indoor/Outdoor (Onsite) Playspace,,No,,Full-Day Program,,,14KBMCFDPK,,,x,,,x,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B24, B43, B48, B60, Q54, Q59",G L,,,,,8am,6pm,,,,Contact program,40 Full-Day,8:30am-2:50pm,11211,40.712972,-73.945453,1,34,495,3069039,3027700001,East Williamsburg                                                          
14K120,P.S. 120 Carlos Tapia,"18 Beaver Street, Brooklyn NY 11206",Brooklyn,14,District School,718-455-1000,L. Caracalla-Suarez,lcaraba@schools.nyc.gov,PS120K.org,Breakfast/Lunch,Indoor/Outdoor (Onsite) Playspace,,Contact program,,Full-Day Program,,,14K120FDPK,,,,,,,,,,,,,,,,,,x,,,x,,,x,,,x,,,x,,,x,,,,,,,,,,,"B15, B43, B46, B47, B54, B57, B60",J L M Z,,,"This school is currently a magnet school receiving funding through a federal grant. This school is a public school that offers a schoolwide curriculum around the theme of Architecture, Engineering and Design.",,,Contact program,,,,Not Accessible,72 Full-Day,8am-2:20pm,11206,40.700911,-73.938884,4,34,389,3071806,3031370026,Bushwick South                                                             
14K132,P.S. 132 The Conselyea School,"320, Manhattan Avenue, Brooklyn NY 11211",Brooklyn,14,District School,718-599-7301,Beth Lubeck,BLubeck@schools.nyc.gov,ps132ny.com,Breakfast/Lunch,Indoor/Outdoor (Onsite) Playspace,,Contact program,,Full-Day Program,,,14K132FDPK,,,,,,,,,,,,,,,,,,x,,,x,,,x,,,x,,,,x,,,,x,,,,,,,,,"B24, B43, B48, B60, Q54, Q59",G L,,,,,,Contact program for time,,,,Partially Accessible,72 Full-Day,Contact program,,,,,,,,,
14K147,P.S. 147 Isaac Remsen,"325 Bushwick Avenue, Brooklyn NY 11206",Brooklyn,14,District School,718-497-0326,Sandra Noyola,snoyola@schools.nyc.gov,ps147.org,Breakfast/Lunch,Indoor/Outdoor (Onsite) Playspace,,Yes,,Full-Day Program,,,14K147FDPK,,,,,,,,,,,,,,,,,,x,,,x,,,x,,,x,,,x,,,x,,,,,,,,,,,"B15, B43, B46, B47, B48, B57, B60, Q54, Q59",J L M,,,,,,5:30pm,,,,Not Accessible,72 Full-Day,8am-2:20pm,11206,40.705204,-73.939407,1,34,485,3071418,3030910001,Bushwick South                                                             
14K157,P.S./I.S. 157 The Benjamin Franklin Health & Science Academy,"850 Kent Avenue, Brooklyn NY 11205",Brooklyn,14,District School,718-622-9285,Juliana Notaro,JNotaro2@schools.nyc.gov,schools.nyc.gov/schoolportals/14/k157,Breakfast/Lunch/Snack(s),Indoor/Outdoor (Onsite) Playspace,,Contact program,,Full-Day Program,,,14K157FDPK,,,,,,,,,,,,,,,,,,x,,,x,,,x,,,x,,,x,,,x,,,,,,,,,,,"B38, B44, B44-SBS, B48, B54, B57, B62",G G J M,,,This school is currently a magnet school receiving funding through a federal grant. This school is a public school that offers a schoolwide curriculum around the theme of Civic Leadership in Health and Science.,,,,,,,Not Accessible,36 Full-Day,Contact program,11205,40.695417,-73.959571,3,33,1237,3054671,3018970013,Bedford                                                                    
14K196,P.S. 196 Ten Eyck,"207 Bushwick Avenue, Brooklyn NY 11206",Brooklyn,14,District School,718-497-0139,Janine Santaromita Colon,jcolon@schools.nyc.gov,ps196k.org,Breakfast/Lunch/Snack(s),Indoor/Outdoor (Onsite) Playspace,,Yes,,Full-Day Program,,,14K196FDPK,,,,,,,,,,,,,,,,,,x,,,x,,,x,,,x,,,x,,,x,,,,,,,,,,,"B24, B43, B48, B57, B60, Q54, Q59",L,,,This school is currently a magnet school receiving funding through a federal grant. This school is a public school that offers a schoolwide curriculum around the theme of Communication and Media Arts.,,7:30am,5:45pm,,,,Not Accessible,36 Full-Day,8am-2:20pm,11206,40.708723,-73.940002,1,34,485,3071024,3030460001,Bushwick South                                                             
14K250,P.S. 250 George H. Lindsay,"108 Montrose Avenue, Brooklyn NY 11206",Brooklyn,14,District School,718-384-0889,Roseann Lacioppa,RLaciop@schools.nyc.gov,schools.nyc.gov/schoolportals/14/k250,Breakfast/Lunch,Outdoor (Onsite) Playspace,,Contact program,,Full-Day Program,,,14K250FDPK,,,,,,,,,,,,,,,,,,x,,,x,,,x,,,x,,,x,,,x,,,,,,,,,,,"B43, B46, B48, B57, B60, Q54, Q59",G J L M,,,,,Contact program for time,,,,,Not Accessible,36 Full-Day,Contact program,11206,40.707104,-73.945475,1,34,505,3071199,3030600001,East Williamsburg                                                          
14K257,P.S. 257 John F. Hylan,"60 Cook Street, Brooklyn NY 11206",Brooklyn,14,District School,718-384-7128,Brenda Jusino,Bjusino@schools.nyc.gov,schools.nyc.gov/schoolportals/14/k257,Breakfast/Lunch,Indoor/Outdoor (Onsite) Playspace,,Yes,,Full-Day Program,,,14K257FDPK,,,,,,,,,,,,,,,,,,x,,,x,,,x,,,x,,,x,,,x,,,,,,,,,,,"B15, B43, B46, B47, B48, B54, B57, B60",G J L M Z,,,,,,,,,,Partially Accessible,72 Full-Day,8am-2:20pm,11206,40.702392,-73.941801,1,34,491,3071571,3031140011,East Williamsburg                                                          
14K297,P.S. 297 Abraham Stockton,"700 Park Avenue, Brooklyn NY 11206",Brooklyn,14,District School,718-388-4581,James Brown,jbrown28@schools.nyc.gov,http://schools.nyc.gov/schoolportals/14/k297,Breakfast/Lunch/Snack(s),Indoor/Outdoor (Onsite) Playspace,,Yes,,Full-Day Program,,,14K297FDPK,,,,,,,,,,,,,,,,,,x,,,x,,,x,,,x,,,x,,,x,,,,,,,,,,,"B15, B38, B43, B44, B44-SBS, B46, B47, B48, B54, B57",G G J J M M,,,,,7:30am,,,,,Not Accessible,18 Full-Day,Contact program,11206,40.697781,-73.947809,3,36,257,3048508,3017390011,Bedford                                                                    
14K319,P.S. 319,"360 Keap Street, Brooklyn NY 11211",Brooklyn,14,District School,718-388-1588,Aleyda Zamora Martinez,azamora@schools.nyc.gov,ps319williamsburg.org,Breakfast/Lunch/Snack(s),Indoor/Outdoor (Onsite) Playspace,,Yes,,Full-Day Program,Spanish Dual Language Program,,14K319FDPK,14K319FDPKSP,,,,,,,,,,,,,,,,,x,,,x,,,x,,,x,,,x,,,x,,,,,,,,,,,"B24, B32, B39, B44, B44-SBS, B46, B48, B60, B62, Q54, Q59",G J L M Z,,,,,7:50am,5pm,,,,Partially Accessible,54 Full-Day,8:20am-2:40pm,11211,40.709674,-73.954217,1,34,527,3063189,3024240001,North Side-South Side                                                      
14K380,P.S. 380 John Wayne Elementary,"370 Marcy Avenue, Brooklyn NY 11206",Brooklyn,14,District School,718-388-0607,Laura Cooper,lcooper4@schools.nyc.gov,schools.nyc.gov/schoolportals/14/k380,Breakfast/Lunch,Indoor/Outdoor (Onsite) Playspace,,Yes,,Full-Day Program,,,14K380FDPK,,,,,,,,,,,,,,,,,,x,,,x,,,x,,,x,,,x,,,x,,,,,,,,,,,"B24, B43, B44, B44-SBS, B46, B48, B54, B57, B60, B62, Q54",G J M Z,,,,,,,,,,Partially Accessible,64 Full-Day,8am-2:20pm,11206,40.702427,-73.952985,1,33,531,3061235,3022360009,Bedford                                                                    
14K414,Brooklyn Arbor Elementary School,"325 South 3rd Street, Brooklyn NY 11211",Brooklyn,14,District School,718-963-0393,Eva Irizarry,EIrizarry3@schools.nyc.gov,brooklynarbor.org,Breakfast/Lunch/Snack(s),Indoor/Outdoor (Onsite) Playspace,,Contact program,,Full-Day Program,,,14K414FDPK,,,,,,,,,,,,,,,,,,x,,,x,,,,x,,,,x,,,x,,,x,,,,,,,,,"B24, B32, B39, B44, B44-SBS, B46, B48, B60, B62, Q54, Q59",G J L M Z,,,,,,,,,,Not Accessible,36 Full-Day,Contact program,11211,40.709647,-73.95465,1,34,527,3063188,3024230001,North Side-South Side                                                      
14KABG,Yeshiva Jesode Hatorah,"563 Bedford Avenue, Brooklyn NY 11211",Brooklyn,14,NYCEEC,718-302-7500,Sheindy Stern,yaffastarupk@gmail.com,,Contact program,Contact program,,Contact program,Single-gender program (Girls only),Half-Day Program,,,Contact program to apply.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B24, B39, B44, B44-SBS, B46, B60, B62, B67, Q54, Q59",J M Z,,,,,,,,,,Contact program,34 Half-Day,Contact program,11211,40.704135,-73.96112,1,33,535,3060116,3021930007,Williamsburg                                                               
14KAKR,St. Stanislaus Kostka Catholic Academy,"12 Newell Street, Brooklyn NY 11222",Brooklyn,14,NYCEEC,718-383-1970,Christina Cieloszczyk,c.cielos@yahoo.com,ststansacademy.org,Breakfast/Lunch/Snack(s),Contact program,,No,,Full-Day Program,,,14KAKRFDPK,,,x,,,x,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B43, B48",G,,,,,7:30am,6pm,,,,Contact program,36 Full-Day,8am-2:20pm,11222,40.723378,-73.946555,1,33,571,3066952,3026840042,Greenpoint                                                                 
14KAZJ,New York League for Early Learning,"725 Leonard Street, Brooklyn NY 11222",Brooklyn,14,NYCEEC,347-472-4792,Marie Callaghan,mcallaghan@nylel.org,nylel.org,Contact program,Contact program,,No,,Full-Day Program,,,14KAZJFDPK,,,x,,,x,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B24, B32, B43, B48, B62",G,,,,,,,,,,Contact program,9 Full-Day,8:45am-3:05pm,11222,40.729202,-73.952872,1,33,575,3333079,3025740053,Greenpoint                                                                 
14KBJF,Cooper Park Child Care Center,"292 Frost Street, Brooklyn NY 11222",Brooklyn,14,NYCEEC,718-389-5959,Gwendolyn Oviedo,cooperpark@shelteringarmsny.org,shelteringarmsny.org,Breakfast/Lunch/Snack(s),Outdoor (Onsite) Playspace,May have income or other eligibility requirements. Contact for more information.,Contact program,,Full-Day Program,,,14KBJFFDPK,,,x,,,x,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B24, B43, Q59",L,,,,,,Contact program for time,,,,Contact program,18 Full-Day,Contact program,11222,40.718895,-73.939633,1,34,449,3327829,3028670001,East Williamsburg                                                          
14KBJI,Marcy Children's Center,"494 Marcy Avenue, Brooklyn NY 11206",Brooklyn,14,NYCEEC,718-855-7252,Debra Donato,rwright@shelteringarmsny.org,shelteringarmsny.org,Breakfast/Lunch/Snack(s),Indoor/Outdoor (Onsite) Playspace,May have income or other eligibility requirements. Contact for more information.,No,,Full-Day Program,,,14KBJIFDPK,,,x,,,x,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B15, B38, B43, B44, B44-SBS, B46, B47, B48, B54, B57",G J M,,,,,8am,5:45pm,,,,Contact program,20 Full-Day,Contact program,11206,40.698084,-73.949756,3,36,255,3325586,3017190001,Bedford                                                                    
14KBKF,Williamsburg CCC,"110 Taylor Street, Brooklyn NY 11249",Brooklyn,14,NYCEEC,347-943-7682,Marivic Pogado,mpogado@shelteringarmsny.org,shelteringarmsny.org,Breakfast/Lunch/Snack(s),Indoor/Outdoor (Onsite) Playspace,May have income or other eligibility requirements. Contact for more information.,Contact program,,Full-Day Program,,,14KBKFFDPK,,,x,,,x,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B24, B39, B44, B44-SBS, B46, B48, B57, B60, B62, B67, Q54, Q59",J M Z,,,,,,,,,,Contact program,18 Full-Day,Contact program,11249,40.705423,-73.963835,1,33,545,3341989,3021760001,Williamsburg                                                               
14KBKH,Bushwick United HDFC 9,"741 Flushing Avenue, Brooklyn NY 11206",Brooklyn,14,NYCEEC,347-497-3676,Ashley Serrano,wbeaufort@gmail.com,bushwickunited.org,Breakfast/Lunch/Snack(s),Outdoor (Onsite) Playspace,May have income or other eligibility requirements. Contact for more information.,Contact program,,Full-Day Program,,,14KBKHFDPK,,,x,,,x,,,x,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B15, B43, B46, B47, B48, B54, B57, B60",G J L M Z,,,,,,,,,Enhanced Language Support: Spanish,Contact program,36 Full-Day,Contact program,11206,40.700603,-73.943003,1,33,507,3335515,3022760037,Bedford                                                                    
14KBLS,Sumner Children's Center,"860 Park Avenue, Brooklyn NY 11206",Brooklyn,14,NYCEEC,718-455-3471,Marisol Villanueva,adasai@bksny.org,bksny.org,Breakfast/Lunch/Snack(s),Outdoor (Onsite) Playspace,May have income or other eligibility requirements. Contact for more information.,No,,Full-Day Program,,,14KBLSFDPK,,,x,,,x,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B15, B38, B43, B46, B47, B54, B57",G J M Z,,,,,,6pm,,,,Contact program,28 Full-Day,Contact program,11206,40.698576,-73.940801,3,36,28502,3324728,3015800001,Stuyvesant Heights                                                         
14KBLT,Tompkins Children's Center,"730 Park Avenue, Brooklyn NY 11206",Brooklyn,14,NYCEEC,718-782-9140,Patricia Atkins,mthompson@bksny.org,bksny.org,Breakfast/Lunch,Outdoor (Onsite) Playspace,May have income or other eligibility requirements. Contact for more information.,Contact program,,Full-Day Program,,,14KBLTFDPK,,,x,,,x,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B15, B38, B43, B44, B44-SBS, B46, B47, B48, B54, B57",G J M,,,,,Contact program for time,Contact program for time,,,,Contact program,36 Full-Day,Contact program,11206,40.697942,-73.946392,3,36,25902,3324248,3017400001,Bedford                                                                    
14KBLU,Stagg Street Center for Children,"77 Stagg Street, Brooklyn NY 11206",Brooklyn,14,NYCEEC,718-388-1395,Vesta Walkes,daycare77@aol.com,BIS-INC.ORG,Breakfast/Lunch/Snack(s),Indoor/Outdoor (Onsite) Playspace,May have income or other eligibility requirements. Contact for more information.,Yes,,Full-Day Program,,,14KBLUFDPK,,,x,,,x,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B24, B43, B46, B48, B60, Q54, Q59",G J L M,,,,,,5:50pm,,,,Contact program,30 Full-Day,8am-2:20pm,11206,40.709127,-73.947461,1,34,511,3070819,3030230032,East Williamsburg                                                          
14KBLW,Bushwick United HDFC 4,"178 Leonard Street, Brooklyn NY 11206",Brooklyn,14,NYCEEC,347-331-0470,Catherine Laboy,bushedu@aol.com,bushwickunited.org,Breakfast/Lunch/Snack(s),Indoor/Outdoor (Offsite) Playspace,May have income or other eligibility requirements. Contact for more information.,Contact program,,Full-Day Program,,,14KBLWFDPK,,,x,,,x,,,x,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B24, B43, B46, B48, B60, Q54, Q59",G J L M,,,,,,,,,Enhanced Language Support: Spanish,Contact program,20 Full-Day,Contact program,11206,40.710036,-73.946992,1,34,505,3327883,3030240001,East Williamsburg                                                          
26QALM,Professional Childcare Inc.,"3803 Francis Lewis Boulevard, Queens NY 11358",Queens,26,NYCEEC,718-229-5357,Youngnam Kim,ny1school@gmail.com,,Lunch/Snack(s),Outdoor (Onsite) Playspace,,No,,Full-Day Program,,,26QALMFDPK,,,x,,,x,,,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,"Q13, Q28, Q76",,,,,,8am,6pm,,,,Contact program,18 Full-Day,8:30am-2:50pm,11358,40.762514,-73.78529,11,19,1133,4136930,4061980001,Bayside-Bayside Hills                                                      
14KBLY,Graham Child Care Center,"222 Graham Avenue, Brooklyn NY 11206",Brooklyn,14,NYCEEC,718-387-9482,Kathy Walden,grahamchildcare@verizon.net,colonysouth.org,Lunch/Snack(s),Outdoor (Onsite) Playspace,May have income or other eligibility requirements. Contact for more information.,Yes,,Full-Day Program,,,14KBLYFDPK,,,x,,,x,,,x,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B24, B43, B46, B48, B60, Q54, Q59",G J L M,,,,,,,,,Enhanced Language Support: Spanish,Contact program,51 Full-Day,8:30am-2:50pm,11206,40.709622,-73.943569,1,34,493,3344971,3030260001,Bushwick South                                                             
14KBME,Nuestros Ninos DCC II,"243 South 2nd Street, Brooklyn NY 11211",Brooklyn,14,NYCEEC,718-218-8275,Denise Basilio,nuestrosninoscds@aol.com,,Breakfast/Lunch/Snack(s),Outdoor (Onsite) Playspace,May have income or other eligibility requirements. Contact for more information.,No,,Full-Day Program,,,14KBMEFDPK,,,x,,,x,,,x,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B24, B32, B39, B44, B44-SBS, B46, B48, B60, B62, Q54, Q59",G J L M Z,,,,,7:30am,6pm,,,Enhanced Language Support: Spanish,Contact program,29 Full-Day,Contact program,11211,40.711824,-73.958096,1,34,523,3256381,3024080032,North Side-South Side                                                      
14KBVC,Nuestros Ninos DCC I,"384 South 4th Street, Brooklyn NY 11211",Brooklyn,14,NYCEEC,718-963-1555,Geraldine Haywood,nuestros.ninos1@yahoo.com,,Breakfast/Lunch/Snack(s),Contact program,May have income or other eligibility requirements. Contact for more information.,No,,Full-Day Program,,,14KBVCFDPK,,,,x,,,,x,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,"B24, B39, B43, B44, B44-SBS, B46, B48, B60, B62, Q54, Q59",G J L M Z,,,,,8am,6pm,,,,Contact program,37 Full-Day,9am-3:20pm,11211,40.708084,-73.952515,1,34,527,3063507,3024510008,North Side-South Side                                                      
14KBVD,Nuestros Ninos DCC III,"161 South 3rd Street, Brooklyn NY 11211",Brooklyn,14,NYCEEC,718-388-5000,Alicia Accoo,nuestrosninosdcc3@gmail.com,,Breakfast/Lunch/Snack(s),Outdoor (Offsite) Playspace,May have income or other eligibility requirements. Contact for more information.,No,,Full-Day Program,,,14KBVDFDPK,,,x,,,x,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B24, B32, B39, B44, B44-SBS, B46, B60, B62, B67, Q54, Q59",J L M Z,,,,,7:30am,,,,,Contact program,18 Full-Day,Contact program,11211,40.712106,-73.961371,1,34,551,3063127,3024180031,North Side-South Side                                                      
14KBVT,Yeshiva Headstart Keap Street,"274 Keap Street, Brooklyn NY 11211",Brooklyn,14,NYCEEC,718-963-1212,Raizy Sprung,Arosenberg@ykypupa.org,,Breakfast,Contact program,,No,Single-gender program (Girls only),Half-Day Program,,,Contact program to apply.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B24, B39, B44, B44-SBS, B46, B48, B60, B62, Q54, Q59",G J L M Z,,,,,,,,,,Contact program,86 Half-Day,Contact program,11211,40.706633,-73.95599,1,33,529,3060261,3022010025,Williamsburg                                                               
14KBWH,Jonathan Williams,"321 Roebling Street, Brooklyn NY 11211",Brooklyn,14,NYCEEC,718-387-5011,Vanessa Scott,mmckoy@lifetech.org,lifetech.org,Breakfast/Lunch/Snack(s),Outdoor (Onsite) Playspace,May have income or other eligibility requirements. Contact for more information.,Contact program,,Full-Day Program,,,14KBWHFDPK,,,x,,,x,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B24, B39, B44, B44-SBS, B46, B60, B62, B67, Q54, Q59",J M Z,,,,,Contact program for time,Contact program for time,,,,Contact program,35 Full-Day,Contact program,11211,40.70832,-73.960981,1,33,525,3341975,3021400026,North Side-South Side                                                      
14KBWT,Our Children the Leaders of Tomorrow 1,"756 Myrtle Avenue, Brooklyn NY 11206",Brooklyn,14,NYCEEC,718-643-8201,Rebecca Grullon,oclot756@gmail.com,,Breakfast/Lunch/Snack(s),Indoor/Outdoor (Offsite) Playspace,May have income or other eligibility requirements. Contact for more information.,Yes,,Full-Day Program,,,14KBWTFDPK,,,x,,,x,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B38, B43, B44, B44-SBS, B48, B54, B57",G,,,,,7:30am,6pm,,,,Contact program,18 Full-Day,Contact program,11206,40.695021,-73.952276,3,36,253,3393745,3017547502,Bedford                                                                    
14KBWW,Williamsburg Y Head Start,"64 Division Avenue, Brooklyn NY 11249",Brooklyn,14,NYCEEC,718-387-0229,Nicole Bonuso,nbonuso628@gmail.com,williamsburgy.org,Breakfast/Lunch/Snack(s),Outdoor (Onsite) Playspace,May have income or other eligibility requirements. Contact for more information.,No,,Half-Day Program,,,Contact program to apply.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B24, B39, B44, B44-SBS, B46, B60, B62, B67, Q54, Q59",J M Z,,,,,,,,,,Contact program,90 Half-Day,Contact program,11249,40.707199,-73.966135,1,33,545,3323170,3021660001,Williamsburg                                                               
14KCII,Kings Bay Y at North Williamsburg,"14 Hope Street, Brooklyn NY 11211",Brooklyn,14,NYCEEC,718-407-6388,Cheryl Daniels,milana@northwilliamsburgy.org,northwilliamsburgy.org,Contact program,Indoor/Outdoor (Offsite) Playspace,,No,,Full-Day Program,,,14KCIIFDPK,,,x,,,x,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B24, B32, B39, B44, B44-SBS, B46, B48, B60, B62, Q54, Q59",G J L M Z,,,,,7:30am,6pm,May utilize flexible scheduling policy. Contact for more information.,,,Contact program,18 Full-Day,8:40am-3pm,11211,40.713735,-73.957349,1,34,519,3062679,3023837503,North Side-South Side                                                      
14KCKB,Bushwick United Development Fund,"243 South 2nd Street, Brooklyn NY 11211",Brooklyn,14,NYCEEC,718-388-3433,Jessica Arocho,missmaryhs@gmail.com,bushwickunited.org,Breakfast/Lunch/Snack(s),Indoor/Outdoor (Onsite) Playspace,May have income or other eligibility requirements. Contact for more information.,Yes,,Full-Day Program,,,14KCKBFDPK,,,x,,,x,,,x,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B24, B32, B39, B44, B44-SBS, B46, B48, B60, B62, Q54, Q59",G J L M Z,,,,,7:30am,5:30pm,,,Enhanced Language Support: Spanish,Contact program,29 Full-Day,8:30am-2:50pm,11211,40.711824,-73.958096,1,34,523,3256381,3024080032,North Side-South Side                                                      
14KCKY,Queen of the Rosary Catholic Academy,"11 Catherine Street, Brooklyn NY 11211",Brooklyn,14,NYCEEC,718-388-7992,James Daino,marian_hernandez@verizon.net,queenoftherosarybrooklyn.org,Breakfast/Lunch,Contact program,,Contact program,,Full-Day Program,,,14KCKYFDPK,,,x,,,x,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B24, B43, B60, Q54, Q59",L,,,,,,,,,,Contact program,36 Full-Day,Contact program,11211,40.713264,-73.937387,1,34,481,3331619,3029210023,East Williamsburg                                                          
14KCPK,Chabad of North Brooklyn,"132 North 5th Street, Brooklyn NY 11249",Brooklyn,14,NYCEEC,718-388-0748,Devora Leah Lein,director@ganchabadpreschool.com,www.ganchabadpreschool.com,Breakfast/Lunch/Snack(s),Contact program,,No,,Full-Day Program,,,14KCPKFDPK,,,x,,,x,,,x,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B24, B32, B39, B48, B60, B62, Q54, Q59",L,,,,,,,May utilize flexible scheduling policy. Contact for more information.,,Enhanced Language Support: Hebrew,Contact program,12 Full-Day,Contact program,11249,40.716944,-73.95928,1,33,553,3062307,3023430012,North Side-South Side                                                      
15K001,P.S. 1 The Bergen,"309 47th Street, Brooklyn NY 11220",Brooklyn,15,District School,718-567-7661,Arlene Ramos,aramos4@schools.nyc.gov,schools.nyc.gov/schoolportals/15/k001,Breakfast/Lunch,Indoor/Outdoor (Onsite) Playspace,,Yes,,Full-Day Program,Spanish Dual Language Program,,15K001FDPK,15K001FDPKSP,,,,,,,,,,,,,,,,,x,,,x,,,x,,,x,,,,x,,,,x,,,,,,,,,"B11, B35, B37, B63, B70",R,,,,,,,,,,Not Accessible,125 Full-Day,8:20am-2:40pm,11220,40.649042,-74.012289,7,38,80,3011821,3007550022,Sunset Park West                                                           
15K015,P.S. 15 Patrick F. Daly,"71 Sullivan Street, Brooklyn NY 11231",Brooklyn,15,District School,718-330-9280,Peggy Wyns Madison,PWyns@schools.nyc.gov,schools.nyc.gov/schoolportals/15/k015,Breakfast/Lunch/Snack(s),Indoor/Outdoor (Onsite) Playspace,,Contact program,,Full-Day Program,Spanish Dual Language Program,,15K015FDPK,15K015FDPKSP,,,,,,,,,,,,,,,,,x,,,x,,,x,,,x,,,,x,,,,x,,,,,,,,,"B57, B61, X12, X14, X17, X17A, X19, X3, X31, X42, X5, X8, X9",,,,This school is currently a magnet school receiving funding through a federal grant. This school is a public school that offers a schoolwide curriculum around the theme of the Arts.,,,,,,,Not Accessible,108 Full-Day,Contact program,11231,40.677343,-74.011558,6,38,53,3008585,3005660001,Carroll Gardens-Columbia Street-Red Hook                                   
15K024,P.S. 24,"427 38th Street, Brooklyn NY 11232",Brooklyn,15,District School,718-832-9366,Ada Galan,agalan@schools.nyc.gov,schools.nyc.gov/schoolportals/15/k024,Breakfast/Lunch,Indoor/Outdoor (Onsite) Playspace,,No,,Full-Day Program,Spanish Dual Language Program,,15K024FDPK,15K024FDPKSP,,,,,,,,,,,,,,,,,x,,,,x,,,,x,,,x,,,x,,,x,,,,,,,,,"B35, B37, B63, B70, X12, X14, X17, X17A, X19, X3, X42, X5, X9",D N R,,,,,,,,,,Fully Accessible,36 Full-Day,8:10am-2:30pm,11232,40.652701,-74.004743,7,38,84,3346119,3007010001,Sunset Park West                                                           
15K029,P.S. 29 John M. Harrigan,"425 Henry Street, Brooklyn NY 11201",Brooklyn,15,District School,718-330-9277,Roseann Giglio,rgiglio@ps29bk.org,ps29brooklyn.org,Breakfast/Lunch/Snack(s),Indoor/Outdoor (Onsite) Playspace,,No,,Full-Day Program,,,15K029FDPK,,,,,,,,,,,,,,,,,,,x,,,,x,,,x,,,x,,,x,,,x,,,,,,,,,"B45, B57, B61, B62, B63, B65",F G,,,,,7:30am,6pm,,,,Not Accessible,36 Full-Day,Contact program,11201,40.686951,-73.99806,6,39,45,3255627,3003110001,Carroll Gardens-Columbia Street-Red Hook                                   
